,cardName,winnum,losenum
86490,超电磁炮,3,1
86491,风暴针刺,3,1
86492,爆裂药瓶,3,1
86493,羽毛球 拉丽,3,1
86494,修建阵地,3,1
86495,巨雷枪,3,1
86496,临摹,3,1
86497,红汽水 浅浅,3,1
86498,时钟 晨曦,3,1
86499,纯净水 浅浅,3,1
864910,胡乱抓挠,3,1
864911,电池 伏特,3,1
86500,超电磁炮,0,1
86501,风暴针刺,0,1
86502,胡乱抓挠,0,1
86503,铅笔 追忆,0,1
86504,鼠标 点点,0,1
86505,摩托 赤狸,0,1
86506,电扇 彩虹,0,1
86507,刀 藏锋,0,1
86508,刀 百炼,0,1
86509,羽毛球 拉丽,0,1
865010,修建阵地,0,1
865011,肥皂 滑滑,0,1
86512,姨妈巾 玫瑰,0,1
86513,茶壶 灵愈,0,1
86514,电池 欧姆,0,1
86515,电池 伏特,0,1
86516,电池 焦耳,0,1
86517,修建工事,0,1
86518,人工降雨,0,1
86519,雷枪,0,1
865110,注射器 针妮,0,1
865111,爆裂药瓶,0,1
86520,超电磁炮,0,3
86521,全力滋水,0,3
86522,滋水,0,3
86523,奋力滋水,0,3
86524,蓄力,0,3
86525,雨伞 守心,0,3
86526,英勇祝福,0,3
86527,时钟 晨曦,0,3
86528,羽毛球 拉丽,0,3
86529,风暴针刺,0,3
865210,留声机 回音,0,3
865211,刀 藏锋,0,3
86530,超电磁炮,1,1
86531,全力滋水,1,1
86532,滋水,1,1
86533,奋力滋水,1,1
86534,蓄力,1,1
86535,雨伞 守心,1,1
86536,英勇祝福,1,1
86537,时钟 晨曦,1,1
86538,羽毛球 拉丽,1,1
86539,风暴针刺,1,1
865310,协力攻击,1,1
865311,刀 藏锋,1,1
86540,超电磁炮,1,0
86541,全力滋水,1,0
86542,滋水,1,0
86543,奋力滋水,1,0
86544,爆裂药瓶,1,0
86545,雨伞 守心,1,0
86546,英勇祝福,1,0
86547,时钟 晨曦,1,0
86548,羽毛球 拉丽,1,0
86549,风暴针刺,1,0
865410,留声机 回音,1,0
865411,刀 藏锋,1,0
86550,超电磁炮,0,1
86551,巨雷枪,0,1
86552,补水计划,0,1
86553,胡乱抓挠,0,1
86554,电池 伏特,0,1
86555,爆裂药瓶,0,1
86556,修建阵地,0,1
86557,修建工事,0,1
86558,精准爆破,0,1
86559,滋水,0,1
865510,冰霜新星,0,1
865511,风暴针刺,0,1
86560,超电磁炮,2,1
86561,巨雷枪,2,1
86562,补水计划,2,1
86563,胡乱抓挠,2,1
86564,电池 伏特,2,1
86565,临摹,2,1
86566,修建阵地,2,1
86567,修建工事,2,1
86568,精准爆破,2,1
86569,滋水,2,1
865610,冰霜新星,2,1
865611,风暴针刺,2,1
86570,超电磁炮,0,1
86571,协力攻击,0,1
86572,电池 焦耳,0,1
86573,风暴针刺,0,1
86574,海浪冲击,0,1
86575,冰霜新星,0,1
86576,爆裂药瓶,0,1
86577,摩托 赤狸,0,1
86578,自制手雷,0,1
86579,注射器 针妮,0,1
865710,引力炸弹,0,1
865711,铅笔 追忆,0,1
86580,超电磁炮,2,0
86581,协力攻击,2,0
86582,铅笔 追忆,2,0
86583,自制手雷,2,0
86584,风暴针刺,2,0
86585,爆裂药瓶,2,0
86586,羽毛球 拉丽,2,0
86587,胡乱抓挠,2,0
86588,电池 欧姆,2,0
86589,萨克斯 莉莉,2,0
865810,红汽水 浅浅,2,0
865811,红汽水 满满,2,0
86590,超电磁炮,0,1
86591,协力攻击,0,1
86592,鼠标 点点,0,1
86593,风暴针刺,0,1
86594,海浪冲击,0,1
86595,魅惑,0,1
86596,爆裂药瓶,0,1
86597,摩托 赤狸,0,1
86598,羽毛球 拉丽,0,1
86599,注射器 针妮,0,1
865910,引力炸弹,0,1
865911,铅笔 追忆,0,1
86600,超电磁炮,0,1
86601,协力攻击,0,1
86602,滋水,0,1
86603,羽毛球 拉丽,0,1
86604,茶壶 灵愈,0,1
86605,雨伞 守心,0,1
86606,爆裂药瓶,0,1
86607,有丝分裂,0,1
86608,鼠标 点点,0,1
86609,电吉他 和鸣,0,1
866010,红汽水 浅浅,0,1
866011,纯净水 浅浅,0,1
86612,电池 欧姆,0,2
86613,风暴针刺,0,2
86614,牙膏 露洁,0,2
86615,铅笔 追忆,0,2
86616,海浪冲击,0,2
86617,羽毛球 拉丽,0,2
86618,电吉他 和鸣,0,2
86619,注射器 针妮,0,2
866110,鼠标 点点,0,2
866111,见证我！,0,2
86620,超电磁炮,0,1
86621,爆裂药瓶,0,1
86622,电池 欧姆,0,1
86623,风暴针刺,0,1
86624,牙膏 露洁,0,1
86625,铅笔 追忆,0,1
86626,海浪冲击,0,1
86627,羽毛球 拉丽,0,1
86628,补水计划,0,1
86629,注射器 针妮,0,1
866210,鼠标 点点,0,1
866211,见证我！,0,1
86630,超电磁炮,1,0
86631,胡乱抓挠,1,0
86632,风暴针刺,1,0
86633,刀 百炼,1,0
86634,绿汽水 满满,1,0
86635,羽毛球 拉丽,1,0
86636,修建工事,1,0
86637,尖刺墙,1,0
86638,引力炸弹,1,0
86639,爆米花 米莉,1,0
866310,红汽水 满满,1,0
866311,协力攻击,1,0
86640,超电磁炮,1,2
86641,胡乱抓挠,1,2
86642,巨雷枪,1,2
86643,风暴针刺,1,2
86644,电池 焦耳,1,2
86645,有丝分裂,1,2
86646,补水计划,1,2
86647,鼠标 点点,1,2
86648,冰冻炸弹,1,2
86649,牙膏 露洁,1,2
866410,萨克斯 莉莉,1,2
866411,临摹,1,2
86650,超电磁炮,3,1
86651,胡乱抓挠,3,1
86652,巨雷枪,3,1
86653,风暴针刺,3,1
86654,战术核武,3,1
86655,有丝分裂,3,1
86656,补水计划,3,1
86657,鼠标 点点,3,1
86658,冰冻炸弹,3,1
86659,牙膏 露洁,3,1
866510,萨克斯 莉莉,3,1
866511,盔甲 怀抱,3,1
86660,超电磁炮,1,3
86661,尖刺墙,1,3
86662,电池 欧姆,1,3
86663,风暴针刺,1,3
86664,牙膏 露洁,1,3
86665,铅笔 追忆,1,3
86666,海浪冲击,1,3
86667,羽毛球 拉丽,1,3
86668,红汽水 浅浅,1,3
86669,注射器 针妮,1,3
866610,鼠标 点点,1,3
866611,协力攻击,1,3
86670,超电磁炮,0,1
86671,尖刺墙,0,1
86672,修建阵地,0,1
86673,羽毛球 拉丽,0,1
86674,接力,0,1
86675,胡乱抓挠,0,1
86676,海浪冲击,0,1
86677,刀 百炼,0,1
86678,鼠标 点点,0,1
86679,协力攻击,0,1
866710,风暴针刺,0,1
866711,巨兽陷阱,0,1
86680,超电磁炮,0,1
86681,海浪冲击,0,1
86682,茶壶 灵愈,0,1
86683,铅笔 追忆,0,1
86684,羽毛球 拉丽,0,1
86685,电吉他 和鸣,0,1
86686,书 幻梦,0,1
86687,胡乱抓挠,0,1
86688,风暴针刺,0,1
86689,引力炸弹,0,1
866810,见证我！,0,1
866811,投石支援,0,1
86690,超电磁炮,0,1
86691,海浪冲击,0,1
86692,茶壶 灵愈,0,1
86693,风暴针刺,0,1
86694,羽毛球 拉丽,0,1
86695,胡乱抓挠,0,1
86696,自制手雷,0,1
86697,修建阵地,0,1
86698,刀 百炼,0,1
86699,尖刺墙,0,1
866910,爆米花 米莉,0,1
866911,爆裂药瓶,0,1
86700,超电磁炮,0,2
86701,海浪冲击,0,2
86702,留声机 回音,0,2
86703,鼠标 点点,0,2
86704,电吉他 和鸣,0,2
86705,爆米花 米莉,0,2
86706,风暴针刺,0,2
86707,雨伞 守心,0,2
86708,爆裂药瓶,0,2
86709,电池 欧姆,0,2
867010,羽毛球 拉丽,0,2
867011,胡乱抓挠,0,2
86712,留声机 回音,3,0
86713,鼠标 点点,3,0
86714,电吉他 和鸣,3,0
86715,见证我！,3,0
86716,风暴针刺,3,0
86717,雨伞 守心,3,0
86718,爆裂药瓶,3,0
86719,电池 欧姆,3,0
867110,羽毛球 拉丽,3,0
867111,胡乱抓挠,3,0
86720,超电磁炮,1,0
86721,海浪冲击,1,0
86722,电池 焦耳,1,0
86723,牛奶 银河,1,0
86724,补水计划,1,0
86725,胡乱抓挠,1,0
86726,风暴针刺,1,0
86727,鼠标 点点,1,0
86728,铅笔 追忆,1,0
86729,电吉他 和鸣,1,0
867210,重新出发,1,0
867211,牙膏 露洁,1,0
86730,超电磁炮,0,1
86731,海浪冲击,0,1
86732,电池 焦耳,0,1
86733,牛奶 银河,0,1
86734,补水计划,0,1
86735,胡乱抓挠,0,1
86736,风暴针刺,0,1
86737,鼠标 点点,0,1
86738,铅笔 追忆,0,1
86739,电池 伏特,0,1
867310,重新出发,0,1
867311,牙膏 露洁,0,1
86740,超电磁炮,1,0
86741,海浪冲击,1,0
86742,时钟 晨曦,1,0
86743,留声机 回音,1,0
86744,鼠标 点点,1,0
86745,刀 藏锋,1,0
86746,刀 百炼,1,0
86747,电池 伏特,1,0
86748,引力炸弹,1,0
86749,风暴针刺,1,0
867410,协力攻击,1,0
867411,飞砖,1,0
86750,超电磁炮,0,1
86751,海浪冲击,0,1
86752,铅笔 追忆,0,1
86753,牙膏 露洁,0,1
86754,风暴针刺,0,1
86755,羽毛球 拉丽,0,1
86756,爆裂药瓶,0,1
86757,剪刀 刺痛,0,1
86758,重新出发,0,1
86759,煤油灯 流露,0,1
867510,尖刺墙,0,1
867511,摩托 赤狸,0,1
86760,超电磁炮,1,3
86761,海浪冲击,1,3
86762,铅笔 追忆,1,3
86763,羽毛球 拉丽,1,3
86764,电吉他 和鸣,1,3
86765,书 幻梦,1,3
86766,胡乱抓挠,1,3
86767,风暴针刺,1,3
86768,补水计划,1,3
86769,见证我！,1,3
867610,巨雷枪,1,3
867611,雨伞 守心,1,3
86770,超电磁炮,1,1
86771,海浪冲击,1,1
86772,铅笔 追忆,1,1
86773,鼠标 点点,1,1
86774,电吉他 和鸣,1,1
86775,爆米花 米莉,1,1
86776,风暴针刺,1,1
86777,雨伞 守心,1,1
86778,爆裂药瓶,1,1
86779,电池 欧姆,1,1
867710,羽毛球 拉丽,1,1
867711,胡乱抓挠,1,1
86780,超电磁炮,3,4
86781,海浪冲击,3,4
86782,铅笔 追忆,3,4
86783,鼠标 点点,3,4
86784,电吉他 和鸣,3,4
86785,爆米花 米莉,3,4
86786,风暴针刺,3,4
86787,修建阵地,3,4
86788,爆裂药瓶,3,4
86789,电池 欧姆,3,4
867810,羽毛球 拉丽,3,4
867811,胡乱抓挠,3,4
86790,超电磁炮,0,1
86791,海浪冲击,0,1
86792,铅笔 追忆,0,1
86793,鼠标 点点,0,1
86794,刀 藏锋,0,1
86795,刀 百炼,0,1
86796,风暴针刺,0,1
86797,修建阵地,0,1
86798,爆裂药瓶,0,1
86799,电池 焦耳,0,1
867910,羽毛球 拉丽,0,1
867911,胡乱抓挠,0,1
86800,超电磁炮,1,1
86801,海浪冲击,1,1
86802,铅笔 追忆,1,1
86803,鼠标 点点,1,1
86804,风暴针刺,1,1
86805,电吉他 和鸣,1,1
86806,羽毛球 拉丽,1,1
86807,肥皂 滑滑,1,1
86808,胡乱抓挠,1,1
86809,尖刺墙,1,1
868010,红汽水 浅浅,1,1
868011,纯净水 浅浅,1,1
86812,铅笔 追忆,1,1
86813,嗜血杀戮,1,1
86814,电池 欧姆,1,1
86815,鼠标 点点,1,1
86816,羽毛球 拉丽,1,1
86817,茶壶 灵愈,1,1
86818,协力攻击,1,1
86819,刀 藏锋,1,1
868110,风暴针刺,1,1
868111,注射器 针妮,1,1
86820,超电磁炮,0,2
86821,海浪冲击,0,2
86822,铅笔 追忆,0,2
86823,协力攻击,0,2
86824,鼠标 点点,0,2
86825,留声机 回音,0,2
86826,风暴针刺,0,2
86827,全力滋水,0,2
86828,胡乱抓挠,0,2
86829,引力炸弹,0,2
868210,羽毛球 拉丽,0,2
868211,尖刺墙,0,2
86830,超电磁炮,1,1
86831,海浪冲击,1,1
86832,牛奶 银河,1,1
86833,鼠标 点点,1,1
86834,留声机 回音,1,1
86835,见证我！,1,1
86836,风暴针刺,1,1
86837,雨伞 守心,1,1
86838,爆裂药瓶,1,1
86839,电池 欧姆,1,1
868310,羽毛球 拉丽,1,1
868311,胡乱抓挠,1,1
86840,超电磁炮,1,0
86841,海浪冲击,1,0
86842,羽毛球 拉丽,1,0
86843,牛奶 银河,1,0
86844,补水计划,1,0
86845,胡乱抓挠,1,0
86846,风暴针刺,1,0
86847,鼠标 点点,1,0
86848,铅笔 追忆,1,0
86849,电吉他 和鸣,1,0
868410,重新出发,1,0
868411,牙膏 露洁,1,0
86850,超电磁炮,0,1
86851,海浪冲击,0,1
86852,羽毛球 拉丽,0,1
86853,胡乱抓挠,0,1
86854,尖刺墙,0,1
86855,爆裂药瓶,0,1
86856,纯净水 浅浅,0,1
86857,刀 百炼,0,1
86858,刀 藏锋,0,1
86859,鼠标 点点,0,1
868510,风暴针刺,0,1
868511,红汽水 浅浅,0,1
86860,超电磁炮,0,2
86861,海浪冲击,0,2
86862,鼠标 点点,0,2
86863,全力滋水,0,2
86864,风暴针刺,0,2
86865,临摹,0,2
86866,羽毛球 拉丽,0,2
86867,电池 欧姆,0,2
86868,剪刀 刺痛,0,2
86869,红汽水 浅浅,0,2
868610,纯净水 浅浅,0,2
868611,牙膏 露洁,0,2
86870,超电磁炮,0,2
86871,海浪冲击,0,2
86872,鼠标 点点,0,2
86873,全力滋水,0,2
86874,风暴针刺,0,2
86875,临摹,0,2
86876,羽毛球 拉丽,0,2
86877,电池 欧姆,0,2
86878,剪刀 刺痛,0,2
86879,补水计划,0,2
868710,红汽水 浅浅,0,2
868711,留声机 回音,0,2
86880,超电磁炮,0,2
86881,海浪冲击,0,2
86882,刀 藏锋,0,2
86883,刀 百炼,0,2
86884,铅笔 追忆,0,2
86885,鼠标 点点,0,2
86886,爆裂药瓶,0,2
86887,胡乱抓挠,0,2
86888,羽毛球 拉丽,0,2
86889,萨克斯 莉莉,0,2
868810,留声机 回音,0,2
868811,啤酒瓶 破碎,0,2
86890,超电磁炮,0,1
86891,海浪冲击,0,1
86892,刀 藏锋,0,1
86893,刀 百炼,0,1
86894,铅笔 追忆,0,1
86895,鼠标 点点,0,1
86896,爆裂药瓶,0,1
86897,胡乱抓挠,0,1
86898,羽毛球 拉丽,0,1
86899,自制手雷,0,1
868910,留声机 回音,0,1
868911,电池 焦耳,0,1
86900,超电磁炮,1,0
86901,海浪冲击,1,0
86902,引力炸弹,1,0
86903,胡乱抓挠,1,0
86904,风暴针刺,1,0
86905,萨克斯 莉莉,1,0
86906,爆裂药瓶,1,0
86907,尖刺墙,1,0
86908,留声机 回音,1,0
86909,羽毛球 拉丽,1,0
869010,剪刀 刺痛,1,0
869011,盔甲 怀抱,1,0
86912,引力炸弹,0,1
86913,胡乱抓挠,0,1
86914,风暴针刺,0,1
86915,萨克斯 莉莉,0,1
86916,爆裂药瓶,0,1
86917,尖刺墙,0,1
86918,自行车 闪电,0,1
86919,羽毛球 拉丽,0,1
869110,全力滋水,0,1
869111,盔甲 怀抱,0,1
86920,超电磁炮,0,1
86921,海浪冲击,0,1
86922,引力炸弹,0,1
86923,胡乱抓挠,0,1
86924,风暴针刺,0,1
86925,萨克斯 莉莉,0,1
86926,爆裂药瓶,0,1
86927,尖刺墙,0,1
86928,绿汽水 满满,0,1
86929,羽毛球 拉丽,0,1
869210,刀 百炼,0,1
869211,盔甲 怀抱,0,1
86930,超电磁炮,1,0
86931,海浪冲击,1,0
86932,引力炸弹,1,0
86933,胡乱抓挠,1,0
86934,风暴针刺,1,0
86935,萨克斯 莉莉,1,0
86936,爆裂药瓶,1,0
86937,尖刺墙,1,0
86938,刀 百炼,1,0
86939,羽毛球 拉丽,1,0
869310,滋水,1,0
869311,绿汽水 浅浅,1,0
86940,超电磁炮,3,1
86941,海浪冲击,3,1
86942,引力炸弹,3,1
86943,胡乱抓挠,3,1
86944,风暴针刺,3,1
86945,萨克斯 莉莉,3,1
86946,爆裂药瓶,3,1
86947,尖刺墙,3,1
86948,修建工事,3,1
86949,羽毛球 拉丽,3,1
869410,滋水,3,1
869411,修建阵地,3,1
86950,超电磁炮,0,1
86951,海浪冲击,0,1
86952,引力炸弹,0,1
86953,胡乱抓挠,0,1
86954,风暴针刺,0,1
86955,投石支援,0,1
86956,爆裂药瓶,0,1
86957,尖刺墙,0,1
86958,修建工事,0,1
86959,羽毛球 拉丽,0,1
869510,滋水,0,1
869511,修建阵地,0,1
86960,超电磁炮,0,1
86961,海浪冲击,0,1
86962,风暴针刺,0,1
86963,鼠标 点点,0,1
86964,胡乱抓挠,0,1
86965,爆裂药瓶,0,1
86966,雷枪,0,1
86967,裂地斩,0,1
86968,羽毛球 拉丽,0,1
86969,精准爆破,0,1
869610,引力炸弹,0,1
869611,注射器 针妮,0,1
86970,超电磁炮,0,1
86971,海浪冲击,0,1
86972,风暴针刺,0,1
86973,煤油灯 流露,0,1
86974,茶壶 灵愈,0,1
86975,雨伞 守心,0,1
86976,时钟 晨曦,0,1
86977,冰冻炸弹,0,1
86978,滋水,0,1
86979,爆米花 米莉,0,1
869710,胡乱抓挠,0,1
869711,注射器 针妮,0,1
86980,超电磁炮,0,1
86981,海浪冲击,0,1
86982,风暴针刺,0,1
86983,雷枪,0,1
86984,羽毛球 拉丽,0,1
86985,胡乱抓挠,0,1
86986,纯净水 浅浅,0,1
86987,红汽水 浅浅,0,1
86988,刀 百炼,0,1
86989,刀 藏锋,0,1
869810,纯净水 满满,0,1
869811,滋水,0,1
86990,超电磁炮,0,1
86991,海浪冲击,0,1
86992,全力滋水,0,1
86993,羽毛球 拉丽,0,1
86994,协力攻击,0,1
86995,铅笔 追忆,0,1
86996,橡皮 忘怀,0,1
86997,鼠标 点点,0,1
86998,刀 百炼,0,1
86999,爆裂药瓶,0,1
869910,自行车 闪电,0,1
869911,绿汽水 浅浅,0,1
87000,超电磁炮,1,0
87001,海浪冲击,1,0
87002,全力滋水,1,0
87003,羽毛球 拉丽,1,0
87004,协力攻击,1,0
87005,铅笔 追忆,1,0
87006,橡皮 忘怀,1,0
87007,鼠标 点点,1,0
87008,刀 百炼,1,0
87009,爆裂药瓶,1,0
870010,风暴针刺,1,0
870011,注射器 针妮,1,0
87012,混乱补给,1,0
87013,铅笔 追忆,1,0
87014,羽毛球 拉丽,1,0
87015,电吉他 和鸣,1,0
87016,书 幻梦,1,0
87017,胡乱抓挠,1,0
87018,风暴针刺,1,0
87019,补水计划,1,0
870110,见证我！,1,0
870111,投石支援,1,0
87020,超电磁炮,0,1
87021,海浪冲击,0,1
87022,协力攻击,0,1
87023,茶壶 灵愈,0,1
87024,鼠标 点点,0,1
87025,刀 藏锋,0,1
87026,刀 百炼,0,1
87027,铅笔 追忆,0,1
87028,电扇 彩虹,0,1
87029,羽毛球 拉丽,0,1
870210,剪刀 刺痛,0,1
870211,风暴针刺,0,1
87030,超电磁炮,0,1
87031,海浪冲击,0,1
87032,协力攻击,0,1
87033,刀 藏锋,0,1
87034,鼠标 点点,0,1
87035,爆裂药瓶,0,1
87036,自制手雷,0,1
87037,留声机 回音,0,1
87038,临摹,0,1
87039,引力炸弹,0,1
870310,时钟 晨曦,0,1
870311,滋水,0,1
87040,超电磁炮,0,1
87041,海浪冲击,0,1
87042,协力攻击,0,1
87043,引力炸弹,0,1
87044,电池 焦耳,0,1
87045,魅惑,0,1
87046,姨妈巾 玫瑰,0,1
87047,电扇 彩虹,0,1
87048,摩托 赤狸,0,1
87049,飞砖,0,1
870410,羽毛球 拉丽,0,1
870411,鼠标 点点,0,1
87050,超电磁炮,0,1
87051,海浪冲击,0,1
87052,爆裂药瓶,0,1
87053,茶壶 灵愈,0,1
87054,电池 焦耳,0,1
87055,刀 藏锋,0,1
87056,刀 百炼,0,1
87057,铅笔 追忆,0,1
87058,胡乱抓挠,0,1
87059,羽毛球 拉丽,0,1
870510,修建阵地,0,1
870511,风暴针刺,0,1
87060,超电磁炮,0,1
87061,海浪冲击,0,1
87062,爆裂药瓶,0,1
87063,茶壶 灵愈,0,1
87064,鼠标 点点,0,1
87065,刀 藏锋,0,1
87066,刀 百炼,0,1
87067,铅笔 追忆,0,1
87068,电扇 彩虹,0,1
87069,羽毛球 拉丽,0,1
870610,剪刀 刺痛,0,1
870611,风暴针刺,0,1
87070,超电磁炮,0,1
87071,海浪冲击,0,1
87072,爆裂药瓶,0,1
87073,牛奶 银河,0,1
87074,魅惑,0,1
87075,引力炸弹,0,1
87076,风暴针刺,0,1
87077,见证我！,0,1
87078,投石支援,0,1
87079,协力攻击,0,1
870710,临摹,0,1
870711,牙膏 露洁,0,1
87080,超电磁炮,1,0
87081,海浪冲击,1,0
87082,爆裂药瓶,1,0
87083,牛奶 银河,1,0
87084,补水计划,1,0
87085,胡乱抓挠,1,0
87086,风暴针刺,1,0
87087,鼠标 点点,1,0
87088,铅笔 追忆,1,0
87089,电池 伏特,1,0
870810,临摹,1,0
870811,牙膏 露洁,1,0
87090,超电磁炮,2,0
87091,海浪冲击,2,0
87092,爆裂药瓶,2,0
87093,牛奶 银河,2,0
87094,补水计划,2,0
87095,胡乱抓挠,2,0
87096,风暴针刺,2,0
87097,鼠标 点点,2,0
87098,铅笔 追忆,2,0
87099,协力攻击,2,0
870910,临摹,2,0
870911,牙膏 露洁,2,0
87100,超电磁炮,1,0
87101,海浪冲击,1,0
87102,爆裂药瓶,1,0
87103,羽毛球 拉丽,1,0
87104,电吉他 和鸣,1,0
87105,书 幻梦,1,0
87106,胡乱抓挠,1,0
87107,风暴针刺,1,0
87108,补水计划,1,0
87109,见证我！,1,0
871010,巨雷枪,1,0
871011,雨伞 守心,1,0
87112,爆裂药瓶,1,0
87113,羽毛球 拉丽,1,0
87114,剪刀 刺痛,1,0
87115,注射器 针妮,1,0
87116,风暴针刺,1,0
87117,尖刺墙,1,0
87118,英勇祝福,1,0
87119,纯净水 浅浅,1,0
871110,红汽水 浅浅,1,0
871111,牙膏 露洁,1,0
87120,超电磁炮,0,2
87121,海浪冲击,0,2
87122,爆裂药瓶,0,2
87123,羽毛球 拉丽,0,2
87124,魅惑,0,2
87125,引力炸弹,0,2
87126,风暴针刺,0,2
87127,尖刺墙,0,2
87128,投石支援,0,2
87129,协力攻击,0,2
871210,临摹,0,2
871211,牙膏 露洁,0,2
87130,超电磁炮,1,1
87131,海浪冲击,1,1
87132,胡乱抓挠,1,1
87133,鼠标 点点,1,1
87134,铅笔 追忆,1,1
87135,红汽水 满满,1,1
87136,剪刀 刺痛,1,1
87137,电池 欧姆,1,1
87138,魅惑,1,1
87139,见证我！,1,1
871310,有丝分裂,1,1
871311,补水计划,1,1
87140,超电磁炮,2,0
87141,海浪冲击,2,0
87142,胡乱抓挠,2,0
87143,鼠标 点点,2,0
87144,铅笔 追忆,2,0
87145,红汽水 满满,2,0
87146,剪刀 刺痛,2,0
87147,电池 欧姆,2,0
87148,魅惑,2,0
87149,见证我！,2,0
871410,风暴针刺,2,0
871411,补水计划,2,0
87150,超电磁炮,1,0
87151,海浪冲击,1,0
87152,胡乱抓挠,1,0
87153,鼠标 点点,1,0
87154,铅笔 追忆,1,0
87155,红汽水 满满,1,0
87156,剪刀 刺痛,1,0
87157,电池 欧姆,1,0
87158,人工降雨,1,0
87159,见证我！,1,0
871510,有丝分裂,1,0
871511,纯净水 浅浅,1,0
87160,超电磁炮,1,1
87161,海浪冲击,1,1
87162,重新出发,1,1
87163,鼠标 点点,1,1
87164,电吉他 和鸣,1,1
87165,爆米花 米莉,1,1
87166,风暴针刺,1,1
87167,雨伞 守心,1,1
87168,爆裂药瓶,1,1
87169,电池 欧姆,1,1
871610,羽毛球 拉丽,1,1
871611,胡乱抓挠,1,1
87170,超电磁炮,0,1
87171,海浪冲击,0,1
87172,临摹,0,1
87173,铅笔 追忆,0,1
87174,羽毛球 拉丽,0,1
87175,电吉他 和鸣,0,1
87176,书 幻梦,0,1
87177,胡乱抓挠,0,1
87178,风暴针刺,0,1
87179,补水计划,0,1
871710,见证我！,0,1
871711,投石支援,0,1
87180,超电磁炮,0,1
87181,修建阵地,0,1
87182,爆裂药瓶,0,1
87183,羽毛球 拉丽,0,1
87184,见证我！,0,1
87185,补水计划,0,1
87186,风暴针刺,0,1
87187,飞砖,0,1
87188,滋水,0,1
87189,电池 欧姆,0,1
871810,海浪冲击,0,1
871811,纯净水 浅浅,0,1
87190,尖刺墙,1,0
87191,电吉他 和鸣,1,0
87192,羽毛球 拉丽,1,0
87193,啤酒瓶 破碎,1,0
87194,肥皂 滑滑,1,0
87195,牛奶 银河,1,0
87196,爆米花 米莉,1,0
87197,海浪冲击,1,0
87198,超电磁炮,1,0
87199,临摹,1,0
871910,风暴针刺,1,0
871911,裂地斩,1,0
87200,尖刺墙,0,2
87201,电吉他 和鸣,0,2
87202,羽毛球 拉丽,0,2
87203,啤酒瓶 破碎,0,2
87204,肥皂 滑滑,0,2
87205,盔甲 怀抱,0,2
87206,电池 焦耳,0,2
87207,海浪冲击,0,2
87208,超电磁炮,0,2
87209,临摹,0,2
872010,风暴针刺,0,2
872011,裂地斩,0,2
87212,羽毛球 拉丽,0,1
87213,胡乱抓挠,0,1
87214,肥皂 滑滑,0,1
87215,牛奶 银河,0,1
87216,爆米花 米莉,0,1
87217,海浪冲击,0,1
87218,超电磁炮,0,1
87219,临摹,0,1
872110,风暴针刺,0,1
872111,裂地斩,0,1
87220,尖刺墙,1,0
87221,纸巾 缠缠,1,0
87222,引力炸弹,1,0
87223,海浪冲击,1,0
87224,铅笔 追忆,1,0
87225,鼠标 点点,1,0
87226,风暴针刺,1,0
87227,羽毛球 拉丽,1,0
87228,滋水,1,0
87229,红汽水 满满,1,0
872210,萨克斯 莉莉,1,0
872211,超电磁炮,1,0
87230,尖刺墙,0,1
87231,纸巾 缠缠,0,1
87232,爆裂药瓶,0,1
87233,胡乱抓挠,0,1
87234,羽毛球 拉丽,0,1
87235,超电磁炮,0,1
87236,铅笔 追忆,0,1
87237,风暴针刺,0,1
87238,鼠标 点点,0,1
87239,纯净水 浅浅,0,1
872310,电吉他 和鸣,0,1
872311,爆米花 米莉,0,1
87240,尖刺墙,1,0
87241,摩托 赤狸,1,0
87242,胡乱抓挠,1,0
87243,鼠标 点点,1,0
87244,刀 藏锋,1,0
87245,刀 百炼,1,0
87246,风暴针刺,1,0
87247,铅笔 追忆,1,0
87248,绿汽水 浅浅,1,0
87249,肥皂 滑滑,1,0
872410,电池 欧姆,1,0
872411,自制手雷,1,0
87250,尖刺墙,0,1
87251,雨伞 守心,0,1
87252,摩托 赤狸,0,1
87253,爆米花 米莉,0,1
87254,海浪冲击,0,1
87255,魅惑,0,1
87256,超电磁炮,0,1
87257,剪刀 刺痛,0,1
87258,胡乱抓挠,0,1
87259,羽毛球 拉丽,0,1
872510,重新出发,0,1
872511,电吉他 和鸣,0,1
87260,尖刺墙,0,1
87261,茶壶 灵愈,0,1
87262,铅笔 追忆,0,1
87263,羽毛球 拉丽,0,1
87264,爆裂药瓶,0,1
87265,海浪冲击,0,1
87266,超电磁炮,0,1
87267,电吉他 和鸣,0,1
87268,协力攻击,0,1
87269,鼠标 点点,0,1
872610,风暴针刺,0,1
872611,肥皂 滑滑,0,1
87270,尖刺墙,1,0
87271,茶壶 灵愈,1,0
87272,羽毛球 拉丽,1,0
87273,超电磁炮,1,0
87274,海浪冲击,1,0
87275,爆裂药瓶,1,0
87276,书 幻梦,1,0
87277,胡乱抓挠,1,0
87278,风暴针刺,1,0
87279,刀 藏锋,1,0
872710,鼠标 点点,1,0
872711,协力攻击,1,0
87280,尖刺墙,0,2
87281,茶壶 灵愈,0,2
87282,临摹,0,2
87283,羽毛球 拉丽,0,2
87284,爆裂药瓶,0,2
87285,海浪冲击,0,2
87286,超电磁炮,0,2
87287,电吉他 和鸣,0,2
87288,留声机 回音,0,2
87289,鼠标 点点,0,2
