cards,battlenum,winnum,losenum
"[""20030"",""20048"",""20011"",""10017"",""10023"",""10037"",""10022"",""10041"",""10028"",""10038"",""20026"",""20042""]",2,0,2
"[""20030"",""20049"",""20029"",""20048"",""20050"",""20026"",""10030"",""10019"",""20033"",""10028"",""10031"",""20034""]",2,2,0
"[""20031"",""10010"",""10035"",""20010"",""20024"",""20027"",""20047"",""10028"",""20014"",""20034"",""20039"",""20050""]",1,0,1
"[""20031"",""10013"",""20017"",""20037"",""10025"",""10028"",""20044"",""20048"",""10018"",""10042"",""20026"",""20042""]",1,0,1
"[""20031"",""10013"",""20025"",""20032"",""20043"",""20016"",""20048"",""20050"",""20026"",""20013"",""10028"",""10040""]",1,0,1
"[""20031"",""10013"",""20032"",""10028"",""20029"",""20014"",""20036"",""20034"",""20033"",""10030"",""10017"",""10021""]",1,0,1
"[""20031"",""10013"",""20038"",""10011"",""10028"",""10025"",""20044"",""20026"",""10023"",""20048"",""20015"",""10017""]",2,0,2
"[""20031"",""10019"",""20049"",""20030"",""10018"",""20044"",""10028"",""20048"",""20011"",""20026"",""20033"",""10041""]",1,1,0
"[""20031"",""10019"",""20049"",""20030"",""10018"",""20044"",""10028"",""20048"",""20011"",""20026"",""20033"",""20024""]",1,1,0
"[""20031"",""10019"",""20049"",""20030"",""20043"",""20044"",""10028"",""20048"",""10024"",""20026"",""20033"",""20017""]",1,0,1
"[""20031"",""10019"",""20049"",""20043"",""10018"",""20044"",""10028"",""20048"",""10037"",""20026"",""10035"",""20032""]",1,1,0
"[""20031"",""10022"",""10035"",""10025"",""20050"",""20026"",""10017"",""10028"",""20036"",""20034"",""20044"",""20046""]",3,2,1
"[""20031"",""10023"",""10010"",""10037"",""10036"",""10032"",""10030"",""10020"",""10028"",""10034"",""20050"",""20048""]",1,0,1
"[""20031"",""10026"",""20015"",""20049"",""20051"",""10022"",""10028"",""20048"",""10015"",""20026"",""10045"",""20050""]",1,0,1
"[""20031"",""10027"",""10026"",""20032"",""20047"",""10017"",""20048"",""20044"",""20037"",""20014"",""10019"",""20046""]",1,1,0
"[""20031"",""10027"",""10030"",""10021"",""20050"",""20016"",""20011"",""20048"",""20044"",""20025"",""10028"",""10019""]",1,0,1
"[""20031"",""10028"",""10010"",""10043"",""20046"",""20012"",""10012"",""20050"",""20044"",""10042"",""20026"",""20011""]",1,0,1
"[""20031"",""10028"",""10025"",""10039"",""20041"",""20026"",""20044"",""10035"",""20047"",""10019"",""10037"",""20030""]",3,1,2
"[""20031"",""10028"",""20036"",""20026"",""10037"",""10035"",""20044"",""20028"",""20016"",""10030"",""20037"",""10010""]",3,3,0
"[""20031"",""10028"",""20036"",""20026"",""20048"",""10035"",""20044"",""20028"",""20016"",""20034"",""20037"",""10010""]",5,4,1
"[""20031"",""10028"",""20044"",""20026"",""10035"",""10037"",""20048"",""10010"",""10033"",""10041"",""20032"",""20030""]",2,0,2
"[""20031"",""10028"",""20046"",""20016"",""20047"",""20051"",""20043"",""20034"",""20014"",""20036"",""20026"",""20038""]",1,1,0
"[""20031"",""10028"",""20046"",""20017"",""20047"",""20051"",""20043"",""20034"",""20014"",""20036"",""20026"",""20038""]",30,22,8
"[""20031"",""10028"",""20048"",""20026"",""10037"",""10035"",""20044"",""20028"",""20016"",""10030"",""20037"",""10010""]",7,5,2
"[""20031"",""10032"",""20010"",""20051"",""20012"",""20048"",""20043"",""20028"",""20041"",""20026"",""20044"",""10028""]",1,0,1
"[""20031"",""10032"",""20018"",""20049"",""20051"",""10012"",""20011"",""20043"",""10018"",""20016"",""20026"",""20013""]",1,0,1
"[""20031"",""10035"",""10010"",""10039"",""10032"",""10028"",""10012"",""10024"",""20043"",""20044"",""10043"",""10030""]",1,0,1
"[""20031"",""10035"",""10013"",""10019"",""20046"",""20038"",""10044"",""20026"",""10017"",""20044"",""20034"",""20048""]",1,1,0
"[""20031"",""10035"",""10013"",""10028"",""10045"",""20038"",""10044"",""20026"",""10017"",""20044"",""10037"",""20036""]",1,0,1
"[""20031"",""10035"",""10013"",""10028"",""10045"",""20038"",""20034"",""20026"",""10017"",""20044"",""10037"",""20036""]",1,1,0
"[""20031"",""10035"",""10013"",""10028"",""10045"",""20038"",""20034"",""20026"",""10025"",""20044"",""10037"",""20036""]",8,6,2
"[""20031"",""10035"",""10013"",""10028"",""20046"",""20038"",""10044"",""20026"",""10017"",""20044"",""10037"",""20036""]",1,0,1
"[""20031"",""10035"",""10013"",""10028"",""20046"",""20038"",""10044"",""20026"",""10017"",""20044"",""20034"",""20048""]",1,1,0
"[""20031"",""10035"",""10037"",""10013"",""10017"",""20048"",""10028"",""20043"",""20026"",""20030"",""20025"",""20038""]",1,1,0
"[""20031"",""10035"",""10037"",""10013"",""20015"",""20051"",""10028"",""20043"",""20026"",""20030"",""20025"",""20038""]",1,1,0
"[""20031"",""10035"",""10037"",""10042"",""20048"",""10043"",""10031"",""20050"",""20044"",""20036"",""20026"",""20043""]",3,2,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10036"",""10025"",""10028"",""20013"",""20032"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10036"",""10025"",""10028"",""20022"",""20036"",""10021"",""20026""]",2,1,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10036"",""10025"",""10028"",""20032"",""20051"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10036"",""10025"",""10028"",""20048"",""20051"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10036"",""10025"",""10028"",""20049"",""20051"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""10037"",""20046"",""10010"",""10039"",""10025"",""10028"",""20022"",""20036"",""10021"",""20026""]",1,1,0
"[""20031"",""10035"",""10037"",""20046"",""10010"",""20030"",""10025"",""10028"",""20048"",""20051"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""10037"",""20046"",""10034"",""10036"",""10025"",""10028"",""10031"",""20036"",""10021"",""20026""]",1,0,1
"[""20031"",""10035"",""20017"",""20032"",""20049"",""10029"",""10031"",""20044"",""20048"",""20050"",""10018"",""20026""]",1,0,1
"[""20031"",""10035"",""20018"",""20024"",""20012"",""20049"",""10045"",""20014"",""20021"",""10027"",""20034"",""10028""]",2,2,0
"[""20031"",""10035"",""20018"",""20047"",""10025"",""20037"",""10045"",""20014"",""20021"",""10027"",""20034"",""10028""]",1,0,1
"[""20031"",""10035"",""20018"",""20047"",""10025"",""20037"",""20050"",""20014"",""20021"",""10027"",""20034"",""10028""]",1,1,0
"[""20031"",""10035"",""20038"",""10013"",""10028"",""20050"",""20044"",""20026"",""10030"",""20043"",""10010"",""20014""]",1,0,1
"[""20031"",""10035"",""20038"",""10013"",""10028"",""20050"",""20044"",""20026"",""10030"",""20043"",""20049"",""20014""]",3,2,1
"[""20031"",""10035"",""20038"",""20046"",""10027"",""10028"",""10020"",""20027"",""20047"",""20024"",""20022"",""20034""]",2,2,0
"[""20031"",""10035"",""20038"",""20046"",""10027"",""10028"",""10033"",""20027"",""20047"",""20024"",""20014"",""20034""]",3,1,2
"[""20031"",""10035"",""20038"",""20046"",""10027"",""10028"",""10033"",""20027"",""20047"",""20024"",""20022"",""20034""]",1,1,0
"[""20031"",""10035"",""20038"",""20046"",""10027"",""10028"",""20039"",""20027"",""20047"",""20024"",""20022"",""20034""]",1,0,1
"[""20031"",""10035"",""20046"",""10028"",""20014"",""20038"",""20034"",""20026"",""10025"",""20044"",""20028"",""20036""]",6,3,3
"[""20031"",""10035"",""20046"",""20032"",""20030"",""20047"",""20029"",""20050"",""20048"",""20036"",""10028"",""10019""]",1,0,1
"[""20031"",""10037"",""10035"",""10036"",""10032"",""10041"",""20010"",""10019"",""20026"",""20050"",""10025"",""10039""]",2,0,2
"[""20031"",""10037"",""20032"",""20049"",""10017"",""10028"",""10025"",""20044"",""20048"",""20026"",""20038"",""20033""]",1,0,1
"[""20031"",""10037"",""20048"",""10015"",""10043"",""20043"",""10030"",""10028"",""20026"",""20042"",""10035"",""10039""]",2,2,0
"[""20031"",""10039"",""10041"",""10021"",""10018"",""20044"",""10028"",""20048"",""10037"",""20026"",""10035"",""10036""]",2,1,1
"[""20031"",""10039"",""10041"",""20043"",""10018"",""20044"",""10028"",""20048"",""10037"",""20026"",""10035"",""20032""]",1,0,1
"[""20031"",""20018"",""20032"",""20049"",""20051"",""20011"",""20016"",""20029"",""20050"",""20048"",""20044"",""20033""]",2,0,2
"[""20031"",""20022"",""10016"",""10029"",""20032"",""20050"",""20047"",""20026"",""10024"",""20044"",""20048"",""10028""]",4,2,2
"[""20031"",""20022"",""20051"",""20038"",""20032"",""20030"",""20047"",""20026"",""20041"",""20044"",""20048"",""10045""]",1,0,1
"[""20031"",""20029"",""20030"",""20036"",""20026"",""20032"",""20014"",""20034"",""20044"",""20048"",""10028"",""20039""]",7,5,2
"[""20031"",""20029"",""20030"",""20036"",""20026"",""20050"",""20014"",""20034"",""20044"",""20048"",""10028"",""20039""]",1,1,0
"[""20031"",""20030"",""10016"",""20049"",""10017"",""10025"",""20029"",""20048"",""10030"",""10028"",""10011"",""10032""]",1,1,0
"[""20031"",""20030"",""20032"",""20038"",""20041"",""20037"",""20029"",""20044"",""20048"",""20050"",""20043"",""10026""]",1,0,1
"[""20031"",""20030"",""20049"",""20044"",""20048"",""20013"",""20050"",""10043"",""10042"",""20016"",""10013"",""10012""]",1,0,1
"[""20031"",""20034"",""20025"",""20037"",""10035"",""20044"",""20047"",""20046"",""20043"",""20026"",""20028"",""10028""]",17,15,2
"[""20031"",""20034"",""20036"",""20051"",""20038"",""20028"",""20026"",""20043"",""10028"",""20014"",""20047"",""20044""]",1,1,0
"[""20031"",""20037"",""20030"",""20025"",""20038"",""20051"",""20026"",""10018"",""20043"",""20029"",""20048"",""20036""]",1,1,0
"[""20031"",""20038"",""10028"",""20034"",""20048"",""20036"",""20047"",""20026"",""10020"",""20033"",""20046"",""20051""]",3,2,1
"[""20031"",""20038"",""10028"",""20034"",""20048"",""20036"",""20047"",""20026"",""20043"",""20033"",""20046"",""20051""]",1,1,0
"[""20031"",""20038"",""10034"",""10013"",""10033"",""20030"",""20028"",""20032"",""20048"",""20029"",""20039"",""20035""]",1,0,1
"[""20031"",""20038"",""10035"",""10037"",""20028"",""20030"",""20047"",""10028"",""20043"",""20026"",""20034"",""20014""]",1,1,0
"[""20031"",""20038"",""10036"",""10013"",""10039"",""10035"",""10028"",""20043"",""20026"",""20044"",""10010"",""20032""]",1,0,1
"[""20031"",""20038"",""10036"",""10013"",""10039"",""10035"",""10028"",""20043"",""20026"",""20044"",""20051"",""20032""]",2,1,1
"[""20031"",""20038"",""10044"",""10013"",""10033"",""20030"",""20028"",""20032"",""20048"",""20029"",""20039"",""20035""]",1,0,1
"[""20031"",""20038"",""20025"",""20012"",""20036"",""20044"",""20037"",""20017"",""20043"",""20026"",""20028"",""10035""]",1,0,1
"[""20031"",""20038"",""20025"",""20034"",""10035"",""20044"",""20047"",""20046"",""20043"",""20026"",""20028"",""10028""]",1,0,1
"[""20031"",""20038"",""20025"",""20037"",""10035"",""20044"",""20047"",""20046"",""20043"",""20026"",""20028"",""10028""]",2,2,0
"[""20031"",""20038"",""20025"",""20051"",""10035"",""20044"",""20037"",""20046"",""20043"",""20026"",""20028"",""10028""]",2,2,0
"[""20031"",""20038"",""20025"",""20051"",""20036"",""20044"",""20037"",""20017"",""20043"",""20026"",""20028"",""10028""]",1,0,1
"[""20031"",""20038"",""20025"",""20051"",""20036"",""20044"",""20037"",""20017"",""20043"",""20026"",""20028"",""20021""]",7,2,5
"[""20031"",""20038"",""20028"",""20012"",""20044"",""20036"",""10035"",""20022"",""10037"",""20046"",""20025"",""20037""]",4,2,2
"[""20031"",""20038"",""20028"",""20043"",""20044"",""20036"",""10035"",""20022"",""10037"",""20046"",""20025"",""20037""]",1,0,1
"[""20031"",""20038"",""20028"",""20043"",""20044"",""20036"",""10035"",""20022"",""20026"",""20046"",""20025"",""20037""]",33,25,8
"[""20031"",""20038"",""20028"",""20043"",""20044"",""20036"",""10035"",""20051"",""20026"",""20046"",""20025"",""20037""]",1,1,0
"[""20031"",""20038"",""20030"",""10034"",""20028"",""20044"",""20048"",""20026"",""20034"",""10028"",""20012"",""10013""]",22,19,3
"[""20031"",""20038"",""20030"",""10034"",""20028"",""20044"",""20048"",""20026"",""20034"",""10028"",""20036"",""10013""]",38,26,12
"[""20031"",""20038"",""20030"",""20032"",""20050"",""20033"",""20026"",""20044"",""20036"",""20039"",""20048"",""20018""]",1,0,1
"[""20031"",""20038"",""20043"",""10013"",""20046"",""20015"",""10020"",""20022"",""20051"",""20028"",""20032"",""20030""]",2,0,2
"[""20031"",""20038"",""20043"",""10013"",""20046"",""20015"",""10020"",""20022"",""20051"",""20028"",""20047"",""20030""]",1,0,1
"[""20031"",""20038"",""20046"",""20028"",""20047"",""10028"",""20044"",""20014"",""20034"",""20026"",""10045"",""10025""]",2,2,0
"[""20031"",""20038"",""20046"",""20030"",""20028"",""20047"",""20048"",""20044"",""10028"",""20034"",""20026"",""20036""]",2,1,1
"[""20031"",""20038"",""20046"",""20047"",""20028"",""20037"",""20043"",""20026"",""20034"",""20014"",""10035"",""10028""]",2,1,1
"[""20031"",""20038"",""20046"",""20051"",""20028"",""20047"",""20043"",""20044"",""10028"",""20034"",""20026"",""20036""]",16,11,5
"[""20031"",""20038"",""20046"",""20051"",""20028"",""20047"",""20048"",""20044"",""10028"",""20034"",""20026"",""20036""]",6,4,2
"[""20031"",""20043"",""10010"",""10023"",""20044"",""10013"",""20025"",""20051"",""10014"",""20026"",""20036"",""20037""]",1,0,1
"[""20031"",""20043"",""10028"",""20021"",""20046"",""10027"",""20044"",""20034"",""20026"",""20047"",""20014"",""20036""]",4,4,0
"[""20031"",""20043"",""10028"",""20021"",""20046"",""10027"",""20044"",""20034"",""20026"",""20047"",""20014"",""20048""]",1,0,1
"[""20031"",""20044"",""20038"",""20028"",""20046"",""20036"",""10020"",""10026"",""20047"",""10014"",""20024"",""10010""]",1,0,1
"[""20031"",""20045"",""20047"",""10027"",""10029"",""10013"",""20050"",""10040"",""20027"",""10037"",""20046"",""10035""]",1,0,1
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""10028"",""20047"",""10045"",""20010"",""20043"",""10035""]",3,3,0
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""10028"",""20047"",""20021"",""20024"",""20027"",""10035""]",3,1,2
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""10028"",""20047"",""20038"",""20024"",""20027"",""10035""]",2,1,1
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""10028"",""20047"",""20038"",""20024"",""20043"",""10035""]",1,1,0
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""20020"",""20044"",""20036"",""20021"",""20043"",""10035""]",1,0,1
"[""20031"",""20046"",""20016"",""20050"",""10027"",""20022"",""20020"",""20047"",""20036"",""20021"",""20027"",""10035""]",1,0,1
"[""20031"",""20046"",""20025"",""20047"",""10025"",""10028"",""20034"",""20026"",""10024"",""20035"",""20036"",""20039""]",5,4,1
"[""20031"",""20046"",""20038"",""20017"",""20047"",""20051"",""20043"",""10028"",""20034"",""20014"",""20036"",""20026""]",3,1,2
"[""20031"",""20046"",""20038"",""20028"",""20047"",""10025"",""10028"",""20044"",""20014"",""20026"",""20034"",""10045""]",1,1,0
"[""20031"",""20046"",""20038"",""20043"",""20024"",""20047"",""20014"",""20026"",""20034"",""10035"",""10028"",""20017""]",1,0,1
"[""20031"",""20046"",""20044"",""20021"",""10027"",""20022"",""10028"",""20034"",""20047"",""20026"",""20043"",""10035""]",1,0,1
"[""20031"",""20047"",""10027"",""10035"",""10019"",""20048"",""10026"",""20046"",""10028"",""20014"",""20026"",""20034""]",1,1,0
"[""20031"",""20047"",""10027"",""10035"",""10019"",""20048"",""10026"",""20046"",""10028"",""20014"",""20027"",""20034""]",1,0,1
"[""20031"",""20049"",""10017"",""10012"",""10025"",""10028"",""20011"",""20050"",""20033"",""20048"",""20044"",""10016""]",1,1,0
"[""20031"",""20049"",""10019"",""20050"",""10028"",""20026"",""10030"",""10034"",""20044"",""20048"",""10017"",""10037""]",2,1,1
"[""20031"",""20049"",""20028"",""20050"",""10028"",""20026"",""10030"",""10034"",""20044"",""20048"",""10017"",""10037""]",2,0,2
"[""20031"",""20050"",""10021"",""10015"",""10043"",""20043"",""10030"",""10028"",""20026"",""10010"",""10035"",""10039""]",2,0,2
"[""20031"",""20050"",""20032"",""20030"",""20029"",""20048"",""20033"",""10017"",""10019"",""10025"",""10034"",""20025""]",1,0,1
"[""20032"",""10011"",""20034"",""10028"",""20044"",""20043"",""20014"",""20026"",""20036"",""10024"",""20047"",""20024""]",6,3,3
"[""20032"",""10035"",""20038"",""10010"",""10028"",""20030"",""10027"",""10030"",""10021"",""20033"",""20041"",""20048""]",1,0,1
"[""20032"",""10035"",""20048"",""20049"",""20050"",""20044"",""20031"",""10029"",""20017"",""10018"",""10031"",""20026""]",2,2,0
"[""20032"",""10041"",""10026"",""10010"",""20031"",""10028"",""10037"",""10035"",""10030"",""20049"",""20016"",""20050""]",1,0,1
"[""20032"",""20048"",""20050"",""10013"",""10021"",""10030"",""10012"",""20027"",""20043"",""20026"",""10028"",""10041""]",2,1,1
"[""20032"",""20048"",""20050"",""10013"",""10021"",""10030"",""10012"",""20051"",""20043"",""20026"",""10028"",""20031""]",1,1,0
"[""20032"",""20049"",""10015"",""20051"",""10028"",""10038"",""20048"",""20044"",""20026"",""20025"",""20043"",""10010""]",1,0,1
"[""20032"",""20049"",""20025"",""20051"",""10028"",""10038"",""20048"",""20044"",""20026"",""20013"",""20043"",""10042""]",1,0,1
"[""20033"",""10012"",""10032"",""10027"",""10014"",""10026"",""20016"",""20048"",""20051"",""20011"",""20049"",""20050""]",1,0,1
"[""20033"",""10012"",""10032"",""10042"",""20023"",""10026"",""20016"",""20048"",""20044"",""20011"",""20049"",""20050""]",1,0,1
"[""20033"",""10021"",""20048"",""10046"",""20026"",""10030"",""10018"",""10028"",""10020"",""20044"",""10031"",""20049""]",1,0,1
"[""20033"",""10028"",""20044"",""20026"",""10035"",""10037"",""20048"",""10010"",""10033"",""10041"",""20032"",""20030""]",2,1,1
"[""20033"",""20016"",""10044"",""20041"",""10017"",""10042"",""10012"",""20026"",""20044"",""10045"",""20050"",""20049""]",1,0,1
"[""20033"",""20026"",""20048"",""10031"",""10018"",""20032"",""20030"",""20049"",""20031"",""20051"",""20025"",""20044""]",15,7,8
"[""20033"",""20032"",""20030"",""20047"",""20029"",""20043"",""20048"",""20050"",""20026"",""10023"",""10030"",""10015""]",2,0,2
"[""20033"",""20032"",""20040"",""10042"",""20042"",""20043"",""20016"",""20026"",""20044"",""20048"",""20050"",""10030""]",3,0,3
"[""20033"",""20036"",""10045"",""10042"",""10041"",""10018"",""20037"",""20048"",""20044"",""20042"",""20030"",""20050""]",1,0,1
"[""20033"",""20039"",""20050"",""20048"",""20044"",""10014"",""10023"",""20026"",""10028"",""20036"",""20034"",""20024""]",2,1,1
"[""20033"",""20039"",""20050"",""20048"",""20044"",""20043"",""10023"",""20042"",""20026"",""10028"",""20036"",""20034""]",2,0,2
"[""20033"",""20041"",""10034"",""10012"",""20011"",""10015"",""20050"",""20043"",""20048"",""20026"",""10028"",""20038""]",1,0,1
"[""20033"",""20049"",""20050"",""20048"",""20044"",""20043"",""10011"",""20042"",""20026"",""10028"",""20036"",""10042""]",2,2,0
"[""20033"",""20049"",""20050"",""20048"",""20044"",""20043"",""10011"",""20042"",""20026"",""10028"",""20036"",""20034""]",1,1,0
