,cards,battlenum,winnum,losenum,newCards,newCardsName
8243,"[""20046"",""10013"",""20036"",""20028"",""10017"",""20011"",""10028"",""20044"",""20013"",""10045"",""20026"",""20034""]",2,0,2,"[10013, 10017, 10028, 10045, 20011, 20013, 20026, 20028, 20034, 20036, 20044, 20046]","['雨伞 守心', '电池 欧姆', '羽毛球 拉丽', '盔甲 怀抱', '魅惑', '自制手雷', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发']"
8244,"[""20046"",""10013"",""20036"",""20028"",""10017"",""20011"",""10028"",""20044"",""20043"",""10045"",""20026"",""20034""]",1,1,0,"[10013, 10017, 10028, 10045, 20011, 20026, 20028, 20034, 20036, 20043, 20044, 20046]","['雨伞 守心', '电池 欧姆', '羽毛球 拉丽', '盔甲 怀抱', '魅惑', '风暴针刺', '冰冻炸弹', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '重新出发']"
8245,"[""20046"",""10013"",""20036"",""20045"",""10017"",""10025"",""10028"",""20044"",""20013"",""10045"",""20026"",""20034""]",1,0,1,"[10013, 10017, 10025, 10028, 10045, 20013, 20026, 20034, 20036, 20044, 20045, 20046]","['雨伞 守心', '电池 欧姆', '电池 伏特', '羽毛球 拉丽', '盔甲 怀抱', '自制手雷', '风暴针刺', '补水计划', '巨雷枪', '胡乱抓挠', '接力', '重新出发']"
8246,"[""20046"",""10013"",""20036"",""20047"",""10028"",""10027"",""20011"",""20016"",""20014"",""20044"",""20034"",""20026""]",14,10,4,"[10013, 10027, 10028, 20011, 20014, 20016, 20026, 20034, 20036, 20044, 20046, 20047]","['雨伞 守心', '牛奶 银河', '羽毛球 拉丽', '魅惑', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '临摹']"
8247,"[""20046"",""10013"",""20036"",""20047"",""10028"",""20043"",""10034"",""20016"",""20014"",""20044"",""20034"",""20026""]",9,8,1,"[10013, 10028, 10034, 20014, 20016, 20026, 20034, 20036, 20043, 20044, 20046, 20047]","['雨伞 守心', '羽毛球 拉丽', '剪刀 刺痛', '见证我！', '引力炸弹', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '重新出发', '临摹']"
8248,"[""20046"",""10014"",""20016"",""10030"",""10021"",""20050"",""20043"",""10031"",""10028"",""10025"",""10017"",""20026""]",1,0,1,"[10014, 10017, 10021, 10025, 10028, 10030, 10031, 20016, 20026, 20043, 20046, 20050]","['茶壶 灵愈', '电池 欧姆', '铅笔 追忆', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '引力炸弹', '风暴针刺', '爆裂药瓶', '重新出发', '海浪冲击']"
8249,"[""20046"",""10015"",""20036"",""20016"",""20025"",""20011"",""10028"",""20044"",""20043"",""10045"",""20026"",""20034""]",2,1,1,"[10015, 10028, 10045, 20011, 20016, 20025, 20026, 20034, 20036, 20043, 20044, 20046]","['留声机 回音', '羽毛球 拉丽', '盔甲 怀抱', '魅惑', '引力炸弹', '修建工事', '风暴针刺', '补水计划', '巨雷枪', '爆裂药瓶', '胡乱抓挠', '重新出发']"
8250,"[""20046"",""10017"",""10020"",""10028"",""20026"",""10021"",""10037"",""10035"",""20031"",""20044"",""10041"",""10042""]",3,2,1,"[10017, 10020, 10021, 10028, 10035, 10037, 10041, 10042, 20026, 20031, 20044, 20046]","['电池 欧姆', '时钟 晨曦', '铅笔 追忆', '羽毛球 拉丽', '纯净水 浅浅', '红汽水 浅浅', '肥皂 滑滑', '刀 藏锋', '风暴针刺', '滋水', '胡乱抓挠', '重新出发']"
8251,"[""20046"",""10017"",""10025"",""10020"",""20027"",""20024"",""10014"",""10026"",""20044"",""10021"",""10030"",""10028""]",1,0,1,"[10014, 10017, 10020, 10021, 10025, 10026, 10028, 10030, 20024, 20027, 20044, 20046]","['茶壶 灵愈', '电池 欧姆', '时钟 晨曦', '铅笔 追忆', '电池 伏特', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '裂地斩', '嗜血杀戮', '胡乱抓挠', '重新出发']"
8252,"[""20046"",""10017"",""10025"",""10028"",""10018"",""10030"",""10043"",""20044"",""20026"",""20048"",""20022"",""10032""]",1,0,1,"[10017, 10018, 10025, 10028, 10030, 10032, 10043, 20022, 20026, 20044, 20046, 20048]","['电池 欧姆', '萨克斯 莉莉', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '刀 百炼', '蓄力', '风暴针刺', '胡乱抓挠', '重新出发', '超电磁炮']"
8253,"[""20046"",""10017"",""10025"",""10028"",""20044"",""20050"",""20048"",""10019"",""10021"",""10030"",""20026"",""20051""]",2,0,2,"[10017, 10019, 10021, 10025, 10028, 10030, 20026, 20044, 20046, 20048, 20050, 20051]","['电池 欧姆', '电池 焦耳', '铅笔 追忆', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '风暴针刺', '胡乱抓挠', '重新出发', '超电磁炮', '海浪冲击', '修建阵地']"
8254,"[""20046"",""10019"",""20010"",""10028"",""10020"",""20035"",""10017"",""20044"",""20050"",""20048"",""10024"",""10016""]",2,1,1,"[10016, 10017, 10019, 10020, 10024, 10028, 20010, 20035, 20044, 20046, 20048, 20050]","['电扇 彩虹', '电池 欧姆', '电池 焦耳', '时钟 晨曦', '书 幻梦', '羽毛球 拉丽', '有丝分裂', '冰霜新星', '胡乱抓挠', '重新出发', '超电磁炮', '海浪冲击']"
8255,"[""20046"",""10019"",""20036"",""10026"",""20024"",""20026"",""20027"",""20034"",""10012"",""10028"",""20012"",""10027""]",1,0,1,"[10012, 10019, 10026, 10027, 10028, 20012, 20024, 20026, 20027, 20034, 20036, 20046]","['摩托 赤狸', '电池 焦耳', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '弹射锯片', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '巨雷枪', '重新出发']"
8256,"[""20046"",""10019"",""20036"",""10026"",""20024"",""20026"",""20027"",""20034"",""10027"",""10028"",""20050"",""10015""]",4,3,1,"[10015, 10019, 10026, 10027, 10028, 20024, 20026, 20027, 20034, 20036, 20046, 20050]","['留声机 回音', '电池 焦耳', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '巨雷枪', '重新出发', '海浪冲击']"
8257,"[""20046"",""10020"",""10014"",""10013"",""10042"",""10043"",""20044"",""10019"",""20033"",""10012"",""20019"",""20043""]",1,0,1,"[10012, 10013, 10014, 10019, 10020, 10042, 10043, 20019, 20033, 20043, 20044, 20046]","['摩托 赤狸', '雨伞 守心', '茶壶 灵愈', '电池 焦耳', '时钟 晨曦', '刀 藏锋', '刀 百炼', '变大！', '全力滋水', '爆裂药瓶', '胡乱抓挠', '重新出发']"
8258,"[""20046"",""10020"",""10028"",""10025"",""20043"",""20050"",""20026"",""10019"",""20049"",""10045"",""10013"",""20044""]",1,1,0,"[10013, 10019, 10020, 10025, 10028, 10045, 20026, 20043, 20044, 20046, 20049, 20050]","['雨伞 守心', '电池 焦耳', '时钟 晨曦', '电池 伏特', '羽毛球 拉丽', '盔甲 怀抱', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '重新出发', '尖刺墙', '海浪冲击']"
8259,"[""20046"",""10020"",""20045"",""10014"",""20047"",""20037"",""10034"",""10033"",""10046"",""10023"",""20036"",""20026""]",1,1,0,"[10014, 10020, 10023, 10033, 10034, 10046, 20026, 20036, 20037, 20045, 20046, 20047]","['茶壶 灵愈', '时钟 晨曦', '牙膏 露洁', '蜡烛 热泪', '剪刀 刺痛', '啤酒瓶 破碎', '风暴针刺', '巨雷枪', '投石支援', '接力', '重新出发', '临摹']"
8260,"[""20046"",""10020"",""20045"",""20050"",""20047"",""20037"",""10034"",""20013"",""10046"",""10010"",""20036"",""20026""]",2,2,0,"[10010, 10020, 10034, 10046, 20013, 20026, 20036, 20037, 20045, 20046, 20047, 20050]","['电吉他 和鸣', '时钟 晨曦', '剪刀 刺痛', '啤酒瓶 破碎', '自制手雷', '风暴针刺', '巨雷枪', '投石支援', '接力', '重新出发', '临摹', '海浪冲击']"
8261,"[""20046"",""10020"",""20045"",""20050"",""20047"",""20037"",""10034"",""20013"",""10046"",""10023"",""20036"",""20026""]",1,1,0,"[10020, 10023, 10034, 10046, 20013, 20026, 20036, 20037, 20045, 20046, 20047, 20050]","['时钟 晨曦', '牙膏 露洁', '剪刀 刺痛', '啤酒瓶 破碎', '自制手雷', '风暴针刺', '巨雷枪', '投石支援', '接力', '重新出发', '临摹', '海浪冲击']"
8262,"[""20046"",""10021"",""10037"",""10036"",""20026"",""10038"",""10028"",""10017"",""10016"",""20044"",""10040"",""10030""]",1,1,0,"[10016, 10017, 10021, 10028, 10030, 10036, 10037, 10038, 10040, 20026, 20044, 20046]","['电扇 彩虹', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 满满', '红汽水 浅浅', '红汽水 满满', '绿汽水 满满', '风暴针刺', '胡乱抓挠', '重新出发']"
8263,"[""20046"",""10021"",""10037"",""10036"",""20026"",""10038"",""10028"",""10017"",""10016"",""20044"",""20016"",""10030""]",1,0,1,"[10016, 10017, 10021, 10028, 10030, 10036, 10037, 10038, 20016, 20026, 20044, 20046]","['电扇 彩虹', '电池 欧姆', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '纯净水 满满', '红汽水 浅浅', '红汽水 满满', '引力炸弹', '风暴针刺', '胡乱抓挠', '重新出发']"
8264,"[""20046"",""10023"",""10028"",""10030"",""10021"",""20036"",""20026"",""20042"",""20050"",""20044"",""20049"",""20032""]",3,1,2,"[10021, 10023, 10028, 10030, 20026, 20032, 20036, 20042, 20044, 20046, 20049, 20050]","['铅笔 追忆', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '风暴针刺', '奋力滋水', '巨雷枪', '协力攻击', '胡乱抓挠', '重新出发', '尖刺墙', '海浪冲击']"
8265,"[""20046"",""10025"",""10028"",""10027"",""20043"",""20036"",""20033"",""20048"",""20026"",""20037"",""20021"",""20018""]",8,6,2,"[10025, 10027, 10028, 20018, 20021, 20026, 20033, 20036, 20037, 20043, 20046, 20048]","['电池 伏特', '牛奶 银河', '羽毛球 拉丽', '引导', '精准引导', '风暴针刺', '全力滋水', '巨雷枪', '投石支援', '爆裂药瓶', '重新出发', '超电磁炮']"
8266,"[""20046"",""10025"",""20010"",""20047"",""10028"",""20050"",""20034"",""10023"",""10030"",""20036"",""20014"",""20026""]",1,0,1,"[10023, 10025, 10028, 10030, 20010, 20014, 20026, 20034, 20036, 20046, 20047, 20050]","['牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '见证我！', '风暴针刺', '补水计划', '巨雷枪', '重新出发', '临摹', '海浪冲击']"
8267,"[""20046"",""10025"",""20010"",""20047"",""10028"",""20050"",""20034"",""10023"",""10030"",""20036"",""20024"",""20026""]",12,6,6,"[10023, 10025, 10028, 10030, 20010, 20024, 20026, 20034, 20036, 20046, 20047, 20050]","['牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '重新出发', '临摹', '海浪冲击']"
8268,"[""20046"",""10026"",""10010"",""20024"",""10014"",""10028"",""20034"",""20036"",""20039"",""10027"",""20050"",""20016""]",1,0,1,"[10010, 10014, 10026, 10027, 10028, 20016, 20024, 20034, 20036, 20039, 20046, 20050]","['电吉他 和鸣', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '裂地斩', '补水计划', '巨雷枪', '战术核武', '重新出发', '海浪冲击']"
8269,"[""20046"",""10026"",""10010"",""20024"",""20027"",""20036"",""20034"",""20050"",""20044"",""10028"",""20018"",""10046""]",1,0,1,"[10010, 10026, 10028, 10046, 20018, 20024, 20027, 20034, 20036, 20044, 20046, 20050]","['电吉他 和鸣', '爆米花 米莉', '羽毛球 拉丽', '啤酒瓶 破碎', '引导', '裂地斩', '嗜血杀戮', '补水计划', '巨雷枪', '胡乱抓挠', '重新出发', '海浪冲击']"
8270,"[""20046"",""10026"",""10012"",""10014"",""10028"",""20016"",""20021"",""20043"",""10043"",""20050"",""10016"",""20019""]",1,0,1,"[10012, 10014, 10016, 10026, 10028, 10043, 20016, 20019, 20021, 20043, 20046, 20050]","['摩托 赤狸', '茶壶 灵愈', '电扇 彩虹', '爆米花 米莉', '羽毛球 拉丽', '刀 百炼', '引力炸弹', '变大！', '精准引导', '爆裂药瓶', '重新出发', '海浪冲击']"
8271,"[""20046"",""10026"",""10013"",""10010"",""20015"",""20047"",""10020"",""20029"",""20048"",""20044"",""20039"",""10045""]",3,1,2,"[10010, 10013, 10020, 10026, 10045, 20015, 20029, 20039, 20044, 20046, 20047, 20048]","['电吉他 和鸣', '雨伞 守心', '时钟 晨曦', '爆米花 米莉', '盔甲 怀抱', '英勇祝福', '人工降雨', '战术核武', '胡乱抓挠', '重新出发', '临摹', '超电磁炮']"
8272,"[""20046"",""10026"",""10013"",""10014"",""10029"",""10028"",""10031"",""20044"",""20050"",""10027"",""20026"",""20016""]",1,1,0,"[10013, 10014, 10026, 10027, 10028, 10029, 10031, 20016, 20026, 20044, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '姨妈巾 玫瑰', '注射器 针妮', '引力炸弹', '风暴针刺', '胡乱抓挠', '重新出发', '海浪冲击']"
8273,"[""20046"",""10026"",""10013"",""10014"",""10029"",""10028"",""10031"",""20044"",""20050"",""10027"",""20034"",""20016""]",1,1,0,"[10013, 10014, 10026, 10027, 10028, 10029, 10031, 20016, 20034, 20044, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '姨妈巾 玫瑰', '注射器 针妮', '引力炸弹', '补水计划', '胡乱抓挠', '重新出发', '海浪冲击']"
8274,"[""20046"",""10026"",""10013"",""10014"",""10029"",""10028"",""10031"",""20044"",""20050"",""10027"",""20036"",""20016""]",1,0,1,"[10013, 10014, 10026, 10027, 10028, 10029, 10031, 20016, 20036, 20044, 20046, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '姨妈巾 玫瑰', '注射器 针妮', '引力炸弹', '巨雷枪', '胡乱抓挠', '重新出发', '海浪冲击']"
8275,"[""20046"",""10026"",""10013"",""10014"",""10029"",""10028"",""10031"",""20044"",""20050"",""10027"",""20048"",""20016""]",1,0,1,"[10013, 10014, 10026, 10027, 10028, 10029, 10031, 20016, 20044, 20046, 20048, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '姨妈巾 玫瑰', '注射器 针妮', '引力炸弹', '胡乱抓挠', '重新出发', '超电磁炮', '海浪冲击']"
8276,"[""20046"",""10026"",""10013"",""10014"",""20016"",""20034"",""20029"",""20048"",""20050"",""20036"",""10027"",""20043""]",1,1,0,"[10013, 10014, 10026, 10027, 20016, 20029, 20034, 20036, 20043, 20046, 20048, 20050]","['雨伞 守心', '茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '引力炸弹', '人工降雨', '补水计划', '巨雷枪', '爆裂药瓶', '重新出发', '超电磁炮', '海浪冲击']"
8277,"[""20046"",""10026"",""10014"",""10028"",""20037"",""20050"",""20016"",""10015"",""20026"",""10010"",""20036"",""10027""]",2,0,2,"[10010, 10014, 10015, 10026, 10027, 10028, 20016, 20026, 20036, 20037, 20046, 20050]","['电吉他 和鸣', '茶壶 灵愈', '留声机 回音', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '风暴针刺', '巨雷枪', '投石支援', '重新出发', '海浪冲击']"
8278,"[""20046"",""10026"",""10029"",""10028"",""10017"",""20029"",""20016"",""20044"",""20048"",""10042"",""10030"",""20026""]",1,0,1,"[10017, 10026, 10028, 10029, 10030, 10042, 20016, 20026, 20029, 20044, 20046, 20048]","['电池 欧姆', '爆米花 米莉', '羽毛球 拉丽', '姨妈巾 玫瑰', '鼠标 点点', '刀 藏锋', '引力炸弹', '风暴针刺', '人工降雨', '胡乱抓挠', '重新出发', '超电磁炮']"
8279,"[""20046"",""10026"",""10032"",""20027"",""20047"",""10034"",""10028"",""20050"",""20034"",""20014"",""20026"",""10027""]",6,4,2,"[10026, 10027, 10028, 10032, 10034, 20014, 20026, 20027, 20034, 20046, 20047, 20050]","['爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '自行车 闪电', '剪刀 刺痛', '见证我！', '风暴针刺', '嗜血杀戮', '补水计划', '重新出发', '临摹', '海浪冲击']"
8280,"[""20046"",""10026"",""10034"",""10014"",""20016"",""20034"",""20029"",""20048"",""20050"",""20026"",""10027"",""20043""]",4,3,1,"[10014, 10026, 10027, 10034, 20016, 20026, 20029, 20034, 20043, 20046, 20048, 20050]","['茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '剪刀 刺痛', '引力炸弹', '风暴针刺', '人工降雨', '补水计划', '爆裂药瓶', '重新出发', '超电磁炮', '海浪冲击']"
8281,"[""20046"",""10026"",""10034"",""10014"",""20016"",""20034"",""20029"",""20048"",""20050"",""20036"",""10027"",""20043""]",4,4,0,"[10014, 10026, 10027, 10034, 20016, 20029, 20034, 20036, 20043, 20046, 20048, 20050]","['茶壶 灵愈', '爆米花 米莉', '牛奶 银河', '剪刀 刺痛', '引力炸弹', '人工降雨', '补水计划', '巨雷枪', '爆裂药瓶', '重新出发', '超电磁炮', '海浪冲击']"
8282,"[""20046"",""10026"",""10041"",""20024"",""10011"",""10025"",""20011"",""20044"",""20050"",""10027"",""20036"",""20016""]",13,7,6,"[10011, 10025, 10026, 10027, 10041, 20011, 20016, 20024, 20036, 20044, 20046, 20050]","['纸巾 缠缠', '电池 伏特', '爆米花 米莉', '牛奶 银河', '肥皂 滑滑', '魅惑', '引力炸弹', '裂地斩', '巨雷枪', '胡乱抓挠', '重新出发', '海浪冲击']"
8283,"[""20046"",""10026"",""10043"",""20013"",""10017"",""10028"",""10030"",""10021"",""20035"",""20043"",""10031"",""20033""]",1,0,1,"[10017, 10021, 10026, 10028, 10030, 10031, 10043, 20013, 20033, 20035, 20043, 20046]","['电池 欧姆', '铅笔 追忆', '爆米花 米莉', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '刀 百炼', '自制手雷', '全力滋水', '冰霜新星', '爆裂药瓶', '重新出发']"
8284,"[""20046"",""10026"",""20019"",""20024"",""10028"",""10034"",""20014"",""20034"",""20026"",""20036"",""20011"",""10012""]",2,1,1,"[10012, 10026, 10028, 10034, 20011, 20014, 20019, 20024, 20026, 20034, 20036, 20046]","['摩托 赤狸', '爆米花 米莉', '羽毛球 拉丽', '剪刀 刺痛', '魅惑', '见证我！', '变大！', '裂地斩', '风暴针刺', '补水计划', '巨雷枪', '重新出发']"
8285,"[""20046"",""10026"",""20027"",""20011"",""20016"",""20021"",""20050"",""20043"",""20036"",""10027"",""20018"",""20019""]",1,1,0,"[10026, 10027, 20011, 20016, 20018, 20019, 20021, 20027, 20036, 20043, 20046, 20050]","['爆米花 米莉', '牛奶 银河', '魅惑', '引力炸弹', '引导', '变大！', '精准引导', '嗜血杀戮', '巨雷枪', '爆裂药瓶', '重新出发', '海浪冲击']"
8286,"[""20046"",""10026"",""20027"",""20021"",""20047"",""10028"",""10022"",""10010"",""20034"",""10014"",""20026"",""20024""]",2,2,0,"[10010, 10014, 10022, 10026, 10028, 20021, 20024, 20026, 20027, 20034, 20046, 20047]","['电吉他 和鸣', '茶壶 灵愈', '橡皮 忘怀', '爆米花 米莉', '羽毛球 拉丽', '精准引导', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '重新出发', '临摹']"
8287,"[""20046"",""10026"",""20027"",""20021"",""20047"",""10028"",""10022"",""20016"",""20034"",""10014"",""20026"",""20024""]",1,0,1,"[10014, 10022, 10026, 10028, 20016, 20021, 20024, 20026, 20027, 20034, 20046, 20047]","['茶壶 灵愈', '橡皮 忘怀', '爆米花 米莉', '羽毛球 拉丽', '引力炸弹', '精准引导', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '重新出发', '临摹']"
8288,"[""20046"",""10026"",""20027"",""20021"",""20047"",""10028"",""10022"",""20016"",""20034"",""10019"",""20026"",""20024""]",2,1,1,"[10019, 10022, 10026, 10028, 20016, 20021, 20024, 20026, 20027, 20034, 20046, 20047]","['电池 焦耳', '橡皮 忘怀', '爆米花 米莉', '羽毛球 拉丽', '引力炸弹', '精准引导', '裂地斩', '风暴针刺', '嗜血杀戮', '补水计划', '重新出发', '临摹']"
